exchange,inputdate,companyName,valueEUR,tradeSignificance
off exchange,20170217,AUTOLIV INC,0.0,1
off exchange,20170217,AUTOLIV INC,0.0,1
NYSE/NASDAQ/AMEX (USA),20170217,AUTOLIV INC,12695.2923,2
off exchange,20170217,AUTOLIV INC,0.0,1
NYSE/NASDAQ/AMEX (USA),20170217,AUTOLIV INC,21988.8547,1
off exchange,20170217,AUTOLIV INC,0.0,1
NYSE/NASDAQ/AMEX (USA),20170217,AUTOLIV INC,21174.4526,1
market transaction,20170217,INNOVATEC SPA,72212.996,3
Italian regulated market (Italy),20170217,WM CAPITAL SPA,8610.0,3
Italian regulated market (Italy),20170217,WM CAPITAL SPA,315.0,3
Italian regulated market (Italy),20170217,LEONE FILM GROUP SPA,64974.0,3
Italian regulated market (Italy),20170217,LEONE FILM GROUP SPA,14202.0,3
Italian regulated market (Italy),20170217,KI GROUP SPA,3306.0,3
